ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_B,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9101,SYN,1,CA,92021, , ,3801,0, , , , ,XXXX,S2,20,60.0,E,H, , , , ,,4.0,M,,0,,,,,,,,,,,,,,,2,5,35,35,26,7,2,5, , , ,,03, , , , , , , , , , , , , , , , , , ,2, ,57287,14843,21028,91,0,9,49,51,89,2,1,2,13,0,0,0,1,0,0,0,11,0,0,2,30,37,41,33,42,46,27,47,36,17,15,28,20,12,10,9,6,21,19,32,17,12,21,9,19,22,32,46,27,11,4,54,15,6,24,188,268,46,41,2,37,35,32,1,1,1,1538,1725,5,5,53,47,95,5,5,39,71,53,27,81,19,12,2,9,16,19,8,20,55,14,1,1,0,19,53,89,97,99,7,9,30,47,47,14,5,10,28,16,10,4,31,2,54,85,94,96,7320.0,15.0,825.0,303,343,355,389,13191,20,20,18,20,15,4,1,1,1,14,19,18,23,18,5,2,1,1,23,11,34,10,60,40,15,72,16,2,2,0,0,1,5,4,1,2,22,27,5,69,68,79,57,74,53,60,42,60,93,11,9,12,4,12,18,0,3,11,2,17,4,4,5,2,0,12,13,4,3,4,20,6,6,3,1,8,6,6,5,7,2,5,9,72,4,0,120,6,16,30,28,8,8,3,3,24,2,17,7,2,5,0,18,35,3,35,18,26,21,1,5,1,8,0,0,4,2,1,1,0,0,1,1,0,8,49,88,8,1,3,93,57,20,4,19,2,8,16,48,68,32,3,2,55,6,35,1,0,3,98,2,87,99,98,9,3,5,5,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9509.0,9508.0,9507.0,9506.0,,9503.0,9502.0,9501.0,9411.0,9411.0,9410.0,9409.0,,9406.0,L4E,A4E,A4E,A4E,A4E,A2E,A2E,A2E,A2E,A2E,A2E,A2E,A1D, ,A1D,A1D,A1D,A1D,A1D,A1D,A1D, ,A1D,20,9702,53,6,13,,,,,,,9512.0,9512.0,,9512.0,,,,,,,9412.0,,,,,,,,,,,,7.0,6.0,,7.0,,,,,,,7.0,,,,,,62.0,10,3,5.0,9312,10.0,9505,7.0,9512,9109,9112.0,3.0,6.2,152149,1,10.0,0,L,4,E,X,X,X,25.0,A
9101,GLP,0,AZ,86045, , ,5001,0, , , , ,XXXX,R3,51,48.0,E,H, , , , ,1.0,5.0,F,,0,,,,,,,,,,,,,,,2,0,11,27,28,10,5,13, , , ,, , , , , , , ,Y, , , , , ,Y, ,Y, , , ,2,X,6183,1252,1477,0,2,98,49,51,1,0,99,0,1,0,0,0,0,0,0,0,1,0,0,0,22,36,42,28,41,46,41,43,37,20,20,25,17,13,12,7,6,18,18,30,20,14,25,5,22,14,15,71,57,44,28,46,6,7,41,353,402,70,69,0,1,1,0,0,0,0,150,315,2,1,84,16,61,39,33,63,85,55,42,95,5,22,5,17,10,12,1,0,0,0,0,0,0,0,0,2,8,23,0,58,7,35,26,21,10,1,0,9,11,1,0,1,0,0,8,21,2620.0,625.0,753.0,90,115,138,163,3612,64,21,5,7,3,0,0,0,0,56,24,7,9,3,0,0,0,0,25,37,1,58,31,69,2,55,26,1,1,0,0,0,17,2,1,10,27,33,20,48,39,50,29,35,24,35,16,34,68,37,10,5,2,7,11,1,1,18,2,15,11,7,8,1,3,12,11,6,5,5,15,1,3,9,0,1,8,10,10,10,5,13,3,60,9,0,97,44,23,22,9,1,0,1,3,30,3,28,2,0,0,0,5,11,0,27,26,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,10,0,0,90,73,31,10,10,20,5,24,34,54,81,19,0,0,10,11,5,0,0,73,62,21,26,38,9,8,2,7,4,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9509.0,9508.0,9507.0,9506.0,9504.0,9503.0,9502.0,9412.0,9411.0,,,9409.0,,9406.0,L4D,A4D,A4D,A4D,A4E,A4E,A4E,A4E,A3E,A3E,A3E,A3E,A3E,A3E,A2D,A2D,A2D,A1D, , ,A1D, ,A1D,23,9702,53,6,12,,,,,,,,,,,9508.0,9508.0,9505.0,9508.0,,9502.0,,,,9409.0,,,,,,,,,,,,,7.0,5.0,5.0,5.0,,11.0,,,,5.0,,,64.0,12,7,3.0,9202,11.0,9502,7.0,9508,9104,9202.0,10.0,5.3333333333,138750,0,0.0,0,L,4,D,X,X,X,62.0,C
9001,MBC,0,IL,62656, , ,0,0, , , , ,XXXX,T2,40,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,30,18,50,7,12,0, , , ,5.0, , , , , , , , , , , , , , , , , , , , ,X,928,223,308,0,99,0,50,50,93,4,0,2,0,0,0,0,1,0,1,0,0,0,0,0,30,38,48,35,41,51,19,31,41,29,32,13,16,13,11,9,7,9,12,25,23,31,31,14,30,25,40,35,19,8,4,50,7,6,36,162,242,84,83,10,16,6,5,20,0,20,559,629,2,2,76,24,96,4,0,30,72,64,24,69,31,6,0,5,7,23,2,15,60,18,0,4,0,0,1,10,27,60,0,1,56,60,60,13,4,12,4,0,11,8,6,0,0,4,24,59,0.0,77.0,648.0,402,434,414,472,13968,13,7,23,29,20,6,0,0,2,6,6,20,31,26,8,0,0,3,28,4,63,9,46,54,4,74,12,0,0,0,0,0,14,0,0,16,9,17,6,19,66,66,66,63,64,88,85,99,0,0,21,10,3,16,11,0,3,9,0,12,8,6,1,0,0,4,16,4,0,6,9,7,4,0,0,15,21,7,6,7,12,0,8,50,23,0,130,5,5,36,15,8,18,12,25,14,2,15,22,0,0,0,15,30,0,18,24,50,0,1,3,1,24,0,1,8,0,0,0,0,0,0,0,0,1,81,96,1,1,2,93,65,12,11,51,0,0,3,14,30,70,0,0,98,0,2,0,0,0,99,0,99,99,96,6,2,1,7,9706,9606.0,9604.0,9604.0,9603.0,,9601.0,9511.0,9510.0,9510.0,9508.0,9507.0,9506.0,9504.0,9503.0,,9501.0,9411.0,,,9409.0,9407.0,9406.0,L4D,S4D,S4D,S4D,S4D, ,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D, ,S3D,S3D, , ,S3D,S4D,S4D,25,9702,59,6,12,,,,,,9601.0,9512.0,9511.0,9511.0,,9508.0,9506.0,9505.0,9504.0,,9501.0,9412.0,,,9409.0,,,,,,,,3.0,3.0,1.0,1.0,,2.0,5.0,2.0,5.0,,2.0,5.0,,,5.0,,,84.0,23,14,1.0,9511,5.0,9207,3.0,9601,9001,9101.0,12.0,3.652173913,98588,0,0.0,1,L,4,D,X,X,X,16.0,D
8601,BHG,0,CA,95926, , ,0,0, , , , ,XXXX,R2,46,, , , , , , ,,, ,,0,,,,,,,,,,,,,,, ,0,45,35,35,5,4,1, , , ,2.0, ,Y, ,Y, , ,Y, ,Y, ,Y,Y,Y,Y, ,Y, , , ,2,X,3402,941,1365,99,0,0,47,53,95,0,0,3,4,0,0,2,0,0,0,0,3,0,0,1,36,43,46,37,47,50,26,38,41,21,9,20,23,15,13,13,8,12,19,35,19,15,27,11,25,25,37,39,23,8,2,58,13,7,21,170,249,82,74,4,17,13,10,0,0,0,1114,1190,4,4,68,32,98,2,4,34,69,55,25,82,18,9,2,7,13,23,7,21,54,20,0,0,0,4,17,62,90,99,0,5,52,54,55,13,4,11,6,0,15,7,9,0,28,55,81,92,1620.0,89.0,868.0,303,353,383,421,15693,19,20,17,18,16,5,1,2,2,13,19,17,22,18,6,2,2,2,28,9,53,11,48,52,9,80,9,1,1,0,0,0,5,6,0,8,12,17,2,33,66,76,58,73,55,70,52,81,99,8,20,14,4,13,17,0,3,8,1,7,3,4,5,1,0,6,6,1,2,6,17,11,5,2,2,13,15,10,2,10,8,0,11,59,12,0,143,3,6,17,26,9,28,11,4,27,2,20,9,0,0,1,19,39,1,28,26,51,5,1,8,2,9,0,0,7,4,2,0,1,0,2,2,0,6,56,92,2,3,2,96,69,19,6,29,0,3,10,29,47,53,2,1,76,1,13,0,0,10,99,0,90,99,99,8,2,6,8,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9509.0,,9506.0,,9503.0,9502.0,9501.0,9411.0,9411.0,9410.0,9409.0,9407.0,9406.0,L3E,S3E,S3E,S3E,S2E,A1E,A1E,A1E,A1E,A1E,A1E, ,A1D, ,S2E,S2E,S2E,S3E,S3E,S3E,S3E,S3E,S3E,32,9702,76,6,13,,,,,,,,9601.0,,9511.0,,,,9506.0,,,,,,,,,,,,,,,,10.0,,10.0,,,,11.0,,,,,,,,,217.0,23,10,5.0,9406,13.0,9006,10.0,9601,8703,8706.0,3.0,9.4347826087,172773,0,0.0,1,L,3,E,X,X,X,32.0,C
9101,MBC,1,WA,98125, , ,4706,0, , , , ,XXXX,U1,02,51.0,E,H, , , , ,,4.0,M,,0,,,,,,,,,,,,,,,2,0,15,19,43,2,4,2, , , ,4.0, , , , , , , , , , , , , , , , , , , , , ,619,156,235,99,0,0,49,51,84,1,0,14,3,0,1,8,2,1,1,0,1,0,1,1,39,43,46,41,48,51,17,50,34,16,9,20,24,13,10,13,12,19,24,29,18,10,29,10,26,22,40,37,22,9,1,50,14,10,26,169,247,98,98,1,1,0,0,6,6,0,1378,1435,6,6,83,17,97,3,14,26,66,52,19,74,26,7,1,6,18,23,11,11,50,23,0,1,0,15,40,75,95,99,0,2,62,59,59,13,4,1,0,0,16,1,0,0,58,78,93,99,7600.0,105.0,819.0,334,350,407,431,15373,19,15,21,19,13,10,0,3,0,4,21,25,23,13,14,0,0,0,24,6,56,7,47,53,11,68,10,6,6,0,0,5,8,3,0,12,30,32,8,85,61,78,46,66,41,48,36,25,0,20,19,16,10,9,6,0,0,18,0,8,8,2,4,3,0,5,25,2,0,5,21,4,2,3,0,20,4,4,0,2,4,2,7,71,12,0,126,7,12,29,16,5,16,15,6,19,2,9,14,0,0,0,7,15,0,19,11,43,14,1,2,1,4,0,0,9,1,3,1,0,0,0,5,0,25,41,77,4,15,4,90,69,38,5,43,4,11,14,21,37,63,0,0,24,0,28,42,0,6,99,0,99,99,96,8,2,4,1,9706,9606.0,9604.0,,9603.0,9602.0,9601.0,9511.0,,9510.0,9508.0,,9506.0,,9503.0,9502.0,9412.0,9411.0,9411.0,9410.0,9409.0,9407.0,9406.0,L1G,A1G,A1G, ,L1E,L1E,L1E,L2E, ,L2E,L2E, ,L2E, ,A1E,A1E,A1E,A2E,A2E,A2E,A2E,A2E,A2E,18,9702,48,5,12,,,,,,,,,,9602.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,74.0,5,4,10.0,9109,25.0,9602,25.0,9602,9109,9201.0,4.0,14.8,179854,0,0.0,0,L,1,G,X,X,X,27.0,A
9501,STV,1,UT,84121, , ,6401,0,X, , , ,XXXX,S1,14,34.0,E,H, , , , ,,7.0,M,9.0,0,,,,,,,,,,,,,,,3,0,26,37,15,1,7,1, , , ,, , , , , , , , , ,Y, , , , , , , , , ,2, ,1132,290,315,99,0,0,52,48,98,1,0,1,2,0,0,0,0,0,0,0,1,0,0,1,31,41,44,30,41,45,36,27,43,29,15,13,31,28,10,2,2,8,13,34,25,20,5,1,3,5,27,68,49,26,13,68,4,1,27,296,356,95,91,4,5,1,1,0,0,0,2069,2231,9,8,91,9,94,6,20,56,92,86,53,96,4,3,1,2,7,5,3,27,68,4,0,0,0,53,71,92,99,99,18,0,94,83,82,18,4,5,0,0,6,3,0,0,78,81,81,85,7160.0,291.0,770.0,992,1016,942,949,28060,2,1,3,12,18,14,22,10,18,2,1,3,13,17,11,23,10,19,5,2,71,0,36,64,15,83,12,2,2,0,0,1,0,2,0,1,22,23,2,77,74,83,65,83,63,50,42,0,0,0,17,31,3,15,13,0,0,15,0,3,1,0,2,0,2,5,10,9,3,2,17,12,9,2,3,11,5,6,4,1,7,1,5,73,11,2,160,1,4,10,24,6,36,20,8,33,2,28,11,0,0,0,13,26,0,37,6,15,0,1,19,0,15,1,0,2,2,2,0,0,0,4,1,0,5,56,94,1,0,5,99,96,66,7,11,0,21,50,97,99,1,0,0,96,0,4,0,0,0,99,0,99,99,99,13,4,7,2,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9510.0,9510.0,9510.0,9508.0,9507.0,9506.0,,,9501.0,9412.0,,,,,,,L1G,A1G,A1G,A1G,N2G,N1E,N1E,N1E,N1E,N1E,N1E,F1E,F1E, , ,P1E,P1E, , , , , , ,12,9702,31,7,20,,,,,,,,9512.0,,,,,,,,9501.0,,,,,,,,,,,,,,25.0,,,,,,,,10.0,,,,,,,40.0,3,1,5.0,9608,25.0,9512,5.0,9608,9501,9512.0,11.0,13.333333333,186199,0,0.0,1,L,1,G,X,X,X,1.0,B
9401,ARG,0,FL,33617, , ,0,0, , , , ,XXXX,S1,15,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,1,21,32,22,11,10,2, , , ,7.0, , , , , , , , , , , , , , , , , , , , , ,1858,469,898,99,0,0,47,53,78,20,0,0,8,0,0,0,0,0,0,0,1,2,1,4,30,33,39,34,38,43,15,49,30,21,24,28,18,12,8,6,3,22,18,22,17,21,12,4,11,34,40,26,10,3,1,42,17,4,37,141,207,23,22,0,75,75,63,0,0,0,758,926,4,4,37,63,85,15,1,21,52,37,12,66,34,9,2,7,26,29,14,8,60,11,4,15,0,5,8,20,51,94,2,9,25,45,46,12,4,49,26,0,3,8,51,0,25,54,98,99,8280.0,131.0,539.0,366,414,375,449,17310,12,18,18,33,15,3,1,0,1,6,7,19,43,17,6,2,0,1,15,1,42,7,71,29,17,77,17,1,1,0,0,1,2,3,0,10,20,24,3,69,82,86,78,85,73,69,52,99,0,14,23,8,5,14,23,0,2,6,1,7,3,3,6,1,0,4,11,4,5,5,17,9,6,0,4,9,12,7,5,11,10,2,5,69,3,1,140,1,6,15,25,15,23,15,13,9,3,9,10,0,1,0,11,21,0,32,16,22,11,0,6,0,10,0,2,3,4,1,1,0,1,1,0,0,7,47,89,7,0,3,97,52,12,3,15,0,3,35,44,88,12,13,21,0,1,95,3,0,0,95,5,81,99,99,9,2,3,4,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9509.0,9507.0,9506.0,,9503.0,,,9411.0,9411.0,9410.0,9409.0,,9406.0,L4F,A4F,A4F,A4F,A4F,A3E,A3E,A3E,A3E,A3E,A3E,A2E,A2E, ,A1E, , ,N1D,N1D,N1D,N1D, ,F1D,14,9702,37,6,14,,,,,9603.0,9602.0,9512.0,9511.0,,,,9506.0,,,,,9412.0,,,,,,,,,,9.0,11.0,10.0,15.0,,,,8.0,,,,,10.0,,,,,,74.0,8,3,5.0,9310,15.0,9511,9.0,9603,9310,9412.0,14.0,9.25,41412,0,0.0,0,L,4,F,X,X,X,18.0,A
9101,ENQ,0,IL,61864, ,P,0,0, , , ,X,XXXX,R2,44,, ,U, , , , ,,4.0,F,7.0,0,,,,,,,,,,,,,,,1,0,25,32,7,4,9,1, ,12, ,3.0, , , , , , , , , , , , , , , , , , , , ,X,313,86,111,0,0,99,51,49,99,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,32,39,41,33,44,46,30,44,44,12,7,29,22,15,14,9,5,15,25,32,21,7,19,6,18,20,31,50,36,14,2,70,5,5,20,199,282,95,95,0,0,0,0,0,0,0,666,681,3,1,67,33,97,3,0,41,77,69,37,91,9,5,2,3,16,10,3,27,59,14,0,0,0,0,0,11,38,76,0,0,82,70,69,15,4,0,0,4,30,0,0,2,0,8,24,44,1400.0,77.0,648.0,313,392,435,449,18319,7,18,31,11,28,0,0,0,5,0,19,24,11,47,0,0,0,0,24,0,41,3,27,73,3,65,26,0,0,0,0,0,0,9,0,0,24,25,0,70,73,78,69,66,69,62,59,0,0,0,10,5,5,3,23,0,4,7,27,16,0,0,0,27,0,10,13,10,5,5,8,0,0,0,0,5,8,5,4,0,10,10,29,49,3,0,124,18,4,26,31,12,6,4,0,28,3,13,11,0,0,0,16,35,0,47,0,0,0,0,5,0,33,0,0,10,2,0,0,0,0,0,0,0,0,82,99,0,0,0,94,88,15,13,40,0,9,9,15,26,74,0,0,0,85,0,15,0,0,0,99,0,99,99,7,3,0,0,9706,9606.0,9604.0,,9603.0,9602.0,9601.0,9511.0,9510.0,9509.0,9508.0,9507.0,9506.0,9504.0,9503.0,9502.0,9501.0,9411.0,9411.0,9410.0,9409.0,9407.0,9406.0,L2E,S2E,S2E, ,L4E,A1E,A1E,A1E,A1E,A1E,A1E,S2E,S2E,S3E,S4E,S3E,S3E,S3E,S4E,S4E,S4E,S4E,S3E,23,9702,85,5,32,,,,,,9602.0,,,,,,,,,,,,9411.0,,,,9406.0,,,,,,10.0,,,,,,,,,,,,10.0,,,,10.0,160.0,18,10,5.0,9603,10.0,9102,10.0,9603,9102,9112.0,10.0,8.8888888889,13779,0,0.0,1,L,2,E,X,X,X,56.0,C
9401,HHH,1,OK,74075, , ,2512,0, , , , ,XXXX,T2,39,72.0,E,H, , , , ,,3.0,M,6.0,6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3,0,18,19,44,3,25,3, , , ,6.0,12, , , , , , , , , , , , , , , , , , , , ,522,131,199,0,97,3,49,51,94,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,26,31,35,27,34,39,26,43,41,15,27,35,21,7,7,2,2,15,19,40,18,8,6,3,5,21,33,47,26,10,1,56,12,2,30,190,262,63,62,0,4,4,0,0,0,0,498,526,4,3,64,36,93,7,7,38,66,54,29,77,23,9,1,8,18,20,14,22,66,6,0,1,0,0,0,1,7,49,0,1,33,48,51,15,5,4,0,32,24,4,0,8,16,60,72,82,0.0,263.0,650.0,284,304,274,315,9667,20,20,33,25,0,2,0,0,0,5,22,40,31,0,3,0,0,0,15,3,30,9,60,40,13,78,17,0,0,0,0,0,0,5,2,3,12,20,10,23,65,61,69,61,65,63,31,99,99,0,17,15,0,14,27,0,0,9,0,11,3,0,4,0,0,0,17,3,3,3,14,3,5,3,8,3,19,13,6,3,25,3,7,49,13,0,142,4,12,12,31,5,24,12,3,43,6,23,18,0,0,0,9,18,0,19,25,44,0,1,3,1,11,0,0,6,0,0,0,0,0,0,0,0,2,56,96,0,0,4,97,57,18,4,10,0,15,52,77,82,18,0,0,91,4,5,0,0,0,96,4,92,99,99,6,3,4,4,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9509.0,,9506.0,,9503.0,9502.0,9412.0,9411.0,9411.0,9410.0,9409.0,9407.0,9406.0,L1F,A1F,A1F,A1F,L2E,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E, ,A2E,A1E,A1E,N2E,N2E,N2E,N2E,N2E,N2E,15,9702,35,6,12,,,,,,,,9601.0,,,,,,,,,,9412.0,,,,,,,,,,,,20.0,,,,,,,,,,10.0,,,,,46.0,4,2,5.0,9310,20.0,9601,20.0,9601,9310,9402.0,4.0,11.5,114438,1,20.0,1,L,1,F,X,X,X,37.0,C
9101,HEA,28,TX,78721, , ,4401,0, , , , ,XXXX,C3,32,54.0,E,H, , , , ,,4.0,F,4.0,13,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3,0,33,33,38,18,18,2, , , ,3.0, , , ,Y,Y, , ,Y,Y, , , , , , ,Y, , , ,3, ,1082,287,413,99,0,0,46,54,1,94,0,0,5,0,0,0,0,0,0,0,5,0,0,0,38,47,51,39,48,52,23,29,43,28,13,16,17,15,20,11,9,9,13,31,27,20,29,8,24,27,29,44,25,12,6,38,21,11,30,178,262,96,94,2,3,1,1,0,0,0,443,508,3,2,75,25,91,9,2,32,69,38,15,83,17,17,3,14,15,29,3,0,1,0,16,56,22,0,0,2,14,39,0,3,38,49,52,14,5,3,0,0,22,2,1,0,0,6,46,73,640.0,203.0,635.0,209,249,247,306,11738,34,24,18,17,3,3,0,0,1,21,29,16,23,2,6,0,0,2,26,12,15,19,29,71,1,71,13,16,15,0,1,0,0,0,0,1,21,28,11,67,67,70,64,66,56,54,35,78,99,9,4,7,5,6,22,3,3,28,0,7,5,6,4,4,0,4,9,4,4,6,14,2,5,4,0,7,17,10,10,18,18,2,3,55,5,0,120,9,28,26,16,5,8,8,0,21,1,16,5,0,0,0,14,33,1,33,25,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90,95,4,0,1,80,48,12,19,28,0,0,2,9,66,34,0,0,82,2,16,0,0,0,98,2,97,99,84,4,2,7,11,9706,9606.0,9604.0,,9603.0,,,9511.0,,9510.0,9508.0,,9506.0,,9503.0,9502.0,9501.0,9411.0,9411.0,9410.0,9409.0,,9406.0,L1F,A1F,A1F, ,A1F, , ,L1F, ,L1F,L1F, ,L1F, ,L1F,A1F,A1F,A1F,A1F,A1F,A1F, ,A1F,15,9702,44,5,12,,,,,,,,,9510.0,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,51.0,3,1,15.0,9311,21.0,9510,21.0,9510,9112,9311.0,23.0,17.0,127070,0,0.0,1,L,1,F,X,X,X,51.0,B
